,title,review,rating
4225,Legoland 40+ games,"Like the 40 plus games at the dry Park, many features of  Legoland waterpark. Food is scarce and not many facilities. To find banks, grocceries, service car shop, etcyou have to go to nearest and most complete Township, The Bukit Indah township, luckily its only 7 min drive to Legoland Malaysia",5.0
4226,Enough for 1 day!,"Pros:- From Singapore: enough for 1 day, easy transportation- Enough covered activities if rain occurs- nice layoutCons:- a bit expensive without coupons- kids food choices are horrible (problem not only found here ;) only fried, high sugar, processed food...Our 2 kids were 4-5 years old",4.0
4227,Legoland Boleh!,"May rides are suitable and great for young kids. My family and I were there on Saturday and Sunday with a night stay in Legoland Hotel. It was surprising that I don't feel very crowd in the park even though I saw a long queue before the park opens. Most of the time, you could just join the rides very quickly or queue for a short 5 - 10 mins except for the self-driven car at the driving school which took about 15 - 20 mins in the queue. There are 4 shows in the 4D Studio which each show is about 15 mins. In certain time slots, you can queue for the next show immediately after the one you watched as the interval is about 10 mins apart. The park is not too huge and easy to navigate from one themed area to the other. Don't expect the food to be fantastic and cheap as compared to the local ones. The newly opened water park is great but probably not too suitable for family with very young children. You may take almost the whole day to really enjoy all the rides in the theme park. It will be a bit too rush to enjoy both parks in a single day since both end at 6.00 pm. It is probably more worth it to buy 2 day combo tickets for both parks. If you plan to visit the park 2 - 3 times in a year, it is probably useful to upgrade to an annual pass with a little top-up. There is a shopping mall next to the park where you can dine and shop at a reasonable price after your visit at Legoland.",4.0
4228,Good fun,"Admission is expensive.  More worth it to buy annual passes for us, to come a few more time.  Great for Lego fans.  After a while, it is not so fascinating for non-fans.  The rides are good for family fun.  Food prices are slightly above the norm. Only visited the theme park this time.  Can get rather warm during a sunny day.  Not too crowded on a weekday.  Do visit the website to check opening days to ensure the park is open.",4.0
4229,Kids in Lego,"I was here for treasure hunt organised by Nissan. I love the lego's which look so real like a statue. You need to spend the whole day here to enjoy each and every part of the legoland. I love the wonders of world which also designed with Lego's as well. Make sure you bring your own drinks, sunblock, cap as well as small towel! ",4.0
4230,No Santa at Legoland,"My family of five stayed two nights at the spanking new Legoland Hotel. It is a colourful, child-friendly and well-thought-out place adjoining the parks. Only downside was the buffet breakfast which was poor in selection and presentation. But what was most disappointing about our visit to the parks on Dec 3 was the persistent rain. Knowing the current rainy spell we started our day very early and were advised by the staff to begin with the wet park rides whose availability is dictated by the weather. My family had great fun doing most of the rides. After lunch at Market Restaurant we ventured out to the theme park. After two rounds on the thrilling The Dragon roller-coaster at Lego Kingdoms it started pouring and the ride was suspended. We took shelter by shopping and snacking at Knight's Feast. When the rain started to taper off just a bit we moved on to Imagination to catch a couple of 4D shows. As it was already 6.30pm we decided not to wait around like before (waiting is frustrating and tiring, need I say) and braved the rain to check out Miniland. Unfortunately, we couldn't take any photos or linger since we were getting drenched. So we darted off to the shop. The rain never stopped nor abated. By then we were too wet, too tired to even stay for the carolling and Christmas tree lighting ceremony (if it was even on). We were sorely disappointed at not being able to take pictures at the iconic Miniland and marvel at the wonderful detail that made up the whole set-up (my kids are absolute fans of those colourful little bricks). And it really wasn't cheap for a family outing at this gem in our own backyard; in all we spent RM1,140 just that day for the entrance passes, food, Lego sets, souvenirs, and locker and dryer use.The next day (Dec 4) we checked out of the hotel and after lunch at the adjacent Mall of Medini we headed for the ticketing windows. It was 2pm then and without a queue in sight, I approached one of the staff members. My intention: To ask for a brief 15 minutes' photo ops at the Miniland (and we would not take any rides). I offered to surrender my driver's licence to keep our side of the bargain. I know the company is not obligated to indulge us but I beseeched the guy to make an exception. I was determined and desperate to try, given our great disappointment at not being able to enjoy the visually arresting Miniland on our first visit. The Chinese lad who attended to me first queried the time we made it to the parks the day before and wanted to know what we had done. I recounted the day's events. And then he stated the obvious, that it isn't the company's policy to fulfil my request, and smugly asked what if everybody were to do the same. He didn't even bother to confer with his supervisors/superiors. At this point I was peeved at this lack of goodwill and desire to assist a genuine request. It was outright rejection from the start. I also told him when we were in Hong Kong Disneyland, on the day of our visit a show we had wanted to watch wasn't on. We went back there the next day and pleaded to the staff to just let us in to catch the show. The customer service staff did not reject us right away but promptly disappeared into an office. Guess what? She came back with good news; we got our wish. (I must add we indeed did not abuse the goodwill and only stayed for the performance.) We were so grateful and delighted that on the last free day of our HK stay we made it back to the ""happiest place on earth"" – and paid for our entrance of course. Whenever we are asked about Hong Kong Disneyland, we instantly give the thumbs-up. In customer relations, a little goes a long, long way.Later, I had to laugh at the irony of my encounter with the Legoland ticketing employee: He was proudly wearing Santa's hat yet he acted like Scrooge.",3.0
4231,"Ok place to visit, once is enough","We were there on a Friday, within the peak school holiday season of both Malaysia and Singapore. Surprisingly, there was no crowd. We were ahead of the queue for most rides. Typically the wait is 5-10 minutes per ride. In the afternoon, we could even walk straight into the ride without any queue. The only ride that took more than 30 minutes wait was the self driven car for the older kids.Without the queues, we finished doing all the rides within a day, and some rides we did multiple times. Some of the rides are not properly maintained, lasers guns does not work anymore, or even the steering for the jet ski alike ride. Food wise, pricing is comparable to other theme parks. In fact, we spent less on food at legoland than what we typically spent on a trip to the theme park in Singapore,As for parking, if you are early, park at the mall next to legoland instead. It cost just RM1 for a day of parking, and the mall is actually connected to the park entrance. Good place to dine after visiting the park too.Very easy to drive there from Tuas link. Follow the signs to legoland and will reach within 10minutes after clearing customs.",3.0
4232,Nice park,"The Park is very suitable if you have kids with you. The lego structures are so beautifully done, very interesting both for adult and kids. The food is expensive , but I believe that is natural. It is a very hot place so you should bring an umbrella if you go there. All in all, it is a very nice place to visit.",4.0
4233,Great for kids,My children (7 and 9) had a great time at the park. I personally am not into rides but it was fun watching my children enjoy themselves.  There is a driving school for kids but the wait was a bit long. They enter in batches of 16 and parents are not allowed in the queue. There is a 4d studio showing 'The Legend of Chima'. Be prepared to be rained on. My personal favorite was the free play lego blocks. Guests can sign out wheels and build cars. They have two ramps with timers to test out how fast the cars can go. There are also 'earthquake tables' where participants can test out if their buildings can withstand earthquakes. It was an enjoyable day.,4.0
4234,Still Room For Improvements,"To begin with the entrance fees are really expensive and it would have been a great start if ticketing staff are better trained in handling situations. Long queue when we were there mainly because a lot of people were 'bargaining' to enter without a printout of vouchers/coupons. Legoland has promoted the place, partnering with Toys R'Us and other merchants throughout Malaysia, however there were never proper instructions on how patrons can leverage on these partner promotions. We presented our Toys R'Us card only to be told that we need to go to their website and print out a voucher to be presented along with our card! When we tried to find out more, we were asked to proceed to another counter where the queue was longer cuz everybody else faced the same problem like we did with other merchants or tie-up programs. Ticketing staffs were unsure of what's going on and if some of the promotions/vouchers presented were valid. The entire theme park is nice and it caters to both children and adults - everybody will have their fair share of things to do and see and some are really interesting. The only thing lacking, seriously lacking in a theme park are smiles and happy faces from the staff and crew! It feels as though all of them were held gun-pointed to work there for free and that their job s**ks.Another downside is the eatery place. We were at the Pizza restaurant (self service) and were shocked to see flies (a dozen maybe?) in the pizza making area (glass panel kitchen) and after getting our food, we were having a hard time looking for a table that is clean or has been cleared out of dirty plates. The floor is filled with food particles and hand basin clogged!! And the sad part is, restaurant staffs were walking and fooling around with one another and laughing out loud instead of doing their job.The water theme park is still under construction when we were there. Tips : Bring water, hat and pack some snacks. Remember to visit Legoland website under promotions and read through partner promotions if you wish to leverage on that as ticketing staff will not be able to tell you much.",3.0
4235,ok only lah,"I've been holding off going to legoland so as to let them work out the operational kinks of the park. Finally decided to go last week with my kids with the current promo for both the theme park and the water park. The theme park is for young kids for 5 year olds and below. Most of the rides are so-so. My kids have a lot more fun at Universal Studios Singapore. I personally was bored very quickly. The water park was a lot better. My family enjoyed it a lot better. Most of the water park is designed for older children. I enjoyed it and would dare say, the water park is better than adventure cove water park in Sentosa. There lies the confusion. The theme park is too kidish for adults and older kids. The water park is too scary for the younger kids. On a positive note, the food wasn't too bad and there was variety all across the park. Prices are not cheap but they are cheaper than typical theme park food prices all over the world. Depending on traffic, and customs clearance, the drive was a relatively quick. Would I go back again? Probably not. I would just do a Resorts World Sentosa staycation and have a better time.",3.0
4236,Legoland Malaysia,"facilities are well-maintained. restaurants are really overpriced (which is understandable, you can get some food before entering, there's a mall just in front of legoland). miniland is amazing, some interactive features are not functioning though.overall, it's a fun visit (provided it's cloudy and not too crowded for rides!)",4.0
4237,Theme park could be better managed,"Park was relatively big and there were enough sights to take up a whole day. Only problem is the immensely hot weather of Malaysia.  Highly advisable to wear your sun block.  Also there were not enough covered shelters for the occasional showers.The first ride we took was the driving school. Signboard says a 15 mon wait but actual wait was 1 hr!  There was only 1 personnel manning the track and getting kids back on their driving track should they get stuck.  Another person would have sped things up a lot.The most exciting ride seems to be project x. However there were not much details on the rides and you couldn't guess what they were beforehand. Unfortunately, it was closed when we wanted to ride it because of the sudden shower. Water park is it's newest attraction and is well catered to all ages except that it's not very big. There was no clear signage of where the changing rooms were. Lockers cost a hefty RM 20 for a small one. Also, there isn't enough places for one to sit around and wait. Most of these places can't shelter you from the rain. We thought the water rides would resume as soon as the rain stopped but it was not to be.  There were no announcements to inform all why the rides were not resuming their services unless you ask one of the lifeguards. Turned out that there was still a lightning alert hence the closure.  But everyone queued and waited it out nevertheless.  Eventually it did resume.Both the wave pool n build your rafts have warm water and is comfortable. The rest are probably cold water rides.",4.0
4238,Lego Is Always Interesting Personally. . .,"I went to Lego Land Malaysia (Johor Bahru) just the two of us with my wife. We only went to the theme park (not to the water park). All the rides fee are already included within the theme park entrance fee. It has lots of miniature of famous building/landmark, architecture such as: Taj Mahal, Petronas Twin Tower, Star Wars, etc. They provide watch tower (free ride) for 5 minutes where we can see from about 50 m above the ground. Its best if you use sunblock since there's not much shade in the park.It has cafes, souvenir store, lego store, restaurants, locker and even hotel. We didn't stay in Lego Hotel but in Traders Hotel (managed by Shangri-La) about 5 minutes away from the hotel by taxi/shuttle bus. This hotel provide free shuttle. Be aware of expensive and luxury taxi around the are. If you want to go to further mall such as City Square you can catch a bus LM1 from Lego Land and it will cost only RM 4.5 per person. The bus also stop in front of Traders Hotel and Hello Kitty Town since this Hello Kitty town is only next door to Traders Hotel.Do online booking before you go, for 7 days prior to the visit you'll get 20% off and you dont have to queue at all. Goodluck. . .",4.0
4239,Great Park,"I had a fantastic 10 hour stay at LEGOLAND. The rides are cool. The staff are nice and warm. The choices for is food is limited, I hope there is fast food inside the park.",4.0
4240,Great park but watch out for the food,"We had a fantastic 10 hour day at Legoland and the adjoining water park.  For both our 6 year old and our 10 years twins, it really surpassed our expectations.However, 4 of us ate the chicken curry for lunch and 2 days later are still suffering severe gastro and are unable to fly home :(",5.0
4241,Suitable for children .,Encourage visitors to buy annual pass since it is quite busy during weekends and school holidays.It has improved a lot since opening 2012.Excellent miniland especially at night.Friendly staff.Halal food.Waterpark is also available.,4.0
4242,"Dull, kiddish, and very disappointing","Only worth it if you are bringing young children to the theme park as it is obvious that it is catered more for the kids. If you have been to Universal Studios, Legoland will be as interesting as watching reruns of old commercials. The rides constantly broke down and were sleep-inducing. They really need to work on having more shades and a cooling system because all of us were sweating all over just waiting for the rides. I went there before the water park was opened.",2.0
4243,Great for young kids!,"It was sunny and HOT so bring plenty of water and hats/sunblock with you! Most of the rides are suitable for kids 90cm-100cm and just a couple are for 120cm+ so young kids will he happy to have access to the majority of the park. The park isn't huge so it is doable in one day-- which is probably enough because the heat contributes to the exhaustion factor :) Little Lego stations distributed around the park are lots of fun and make sure you leave plenty of time for the gift shop. We booked a WTS tour that left from the Singapore Flyer as it was very convenient with lots of time slots, and the bus was quite comfortable. Make sure to pack your passports and possibly your hotel booking in Singapore just to avoid any mixups when re-entering Singapore. I would recommend it and go back again! ",4.0
4244,Its ok - could be better,"We live in Singapore and often takes our little one to Legoland for a long weekend.  We found it is quite a nice theme park.  There is enough things to do for parents as well as our little one.We usually drove over there and stayed at Traders JB. If you drive, you can get your parking validated on the way out. The water park is just open and although we have annual pass it doesn't really apply to that part of park.  We will have to additional pass.  A couple of negative things about this place is the parking.  It has lots of pot hole everywhere and it is only been opened less than 2 years.One thing we found is quite unusual is that when comes to changing our little one, dads are not allow into the changing room.  Then, it resulted us to get our little one change at the back of our car. We believe both parents should be able to do so.General cleanliness is a bit low and we found leaving prior to dusk, the place is full of mosquitoes.  It is a bit concern especially there are a lot of 'dengue' epidemic breakout in Malaysia and Singapore.There are a lot of restaurants in the vicinity of Legoland.  From dine-in or fast food. The price is pretty reasonable even dining-in.Overall, something we might think about again if we do want to renew our annual pass when the time comes.",3.0
4245,Kids will like it!!,"Adults may think is hot n boring. But kids will definitely like it. Especially the water park is just operated last months. We bought the annual pass and has being there for several time . Do remember to bring enough water. If the kid is interested in basis robotic building, pls register 1St than came back in time as the registration is always full. Also dnt miss the 4d shows. ",5.0
4246,"newly opened, can improve more","situated at nusajaya, about 15 minutes from tune hotel. entrance fee for non malaysian RM140, malaysian RM110. however, i entered readers digest's polls and got 35% discounts over the full rate - only paid RM91/person. in the park, most of the activities r suited for children or families. it shld be fun, but there is something lacking somewhre and i am not quiet sure what it is. probably, lack of fun music like other theme parks make the park look a little dull. it also lack of certain facilities - water dispensers, covered walkway which is very useful during rain. water dispensers r extremely important due to open space nature of the park, so we need to rehydrate ourselves more often. the best part for me - boating club (wish for bigger lake n sound effects) as well as the centrepiece - the miniland. it has intricate details of asia and proud of it! however, again it needs shelter to view so we r not exposed to direct sunlight or rain",4.0
4247,Interesting place!,This is one of the interesting place must go if came to Johor bahru.1st in asia and got many thing to play.now they already open up their water park and hotel so easy for tourist to go and stay there.,4.0
4248,TOO EXPENSIVE,RM 188 just for Legoland.....not the water park.   All foods are about 4-10 RM higher than other outlets.   Shopping mall is nice.  LONG walk from parking lot.,2.0
4249,Interesting theme park but a little too small and expensive,"The newly opened water theme park is fun and interesting, however the selection is just too little. We await for it future expansion. The main theme park is mainly for children with some rides that suit families. Souvenirs are over priced but food at the market restaurant is quite nice.  ",3.0
4250,Excellent one day visit,"There are plenty of things to keep the family busy, we took our two children aged 4 and 7. We even had a few scary rides ourselves, the wife and I! Food is mediocre inside the park so would recommend coming out of the park for the restaurant options which are a stone throw away. Plenty of lockers options if you have luggage with you. Avoid taxis if you are heading back to Singapore via the causeway as they will be very expensive. Instead make sure you get on the last public bus which will cost you almost nothing to reach the city centre in under 90 minutes, inclusive of custom procedures. Try and visit the park when it is not the local school holidays or weekend though!",5.0
4251,Simply Awesome.,"I've been to the Pre-opening of their Water Park and it was irresistible.Be sure to bring extra clothes .Lockers are great help.There was a river pool, a zoo, and a lot of slides.It was so nice, at the end of the day you owe yourself a big sleep for those activities! :)",4.0
4252,For kids,"Since we travel with young kids, so we always go to theme park if there is in the city. Legoland is quite new and still have cons. Not to mention it's very hot. We bring umbrella around. But the kids have so much fun since most of the rides are suited for the kids. Plenty of restaurant choices. U can either eat in the park or outside the park which I think is more cheaper. Just get ur stamp at the entrance and return after ur meal. It's only one-time stamp n u cannot go out again. If u take the wet ride, it's really wet so prepare ur extra clothes. We have to skipped the ride since we don't have any extra clothes and the kids complained. The car park was also quite far since we drive and we just park on the road shoulder near to the main entrance. Luckily it's not school holidays and not weekend so, we're quite fortunate at that time.",4.0
4253,Terrible,The water theme park is a waste of money...the lifeguard are so strict..everything is so boring..I went with my kid 4/2 and 2 month baby... While we was swimming it started to rain heavily.. The stupid theme park don't even have a decent shaded area... My Baby was all wet in the rain... The staff did not bother about anybody.. They just mind their own business...waste of money neve going again,1.0
4254,start small with the rides - take the bigger rides as you built your confidence,"1) Its hot so bring your caps and sunglasses. Umbrellas are a nuisance as you have to carry them along everywhere you go.2) If youre playing the wet rides, bring your own towels , extra clothings, etc. everything inside Lego is expensive. a little towel cost about RM30 .3) Bring some water . You get thirtsy really fast. 4) If you are a local (Malaysian) or staying for long , get the annual pass .5) ** Very Important Tip for Annual Pass holders. You can actually share your passes  .",4.0
4255,"Heat is unbearable, thankfully water park is opened!","We chose the year end to explore Legoland as it is rainy season for Malaysia, and we were hoping for cloudy days during our visit that spread from Saturday to Monday!Despite the torrential rains in late afternoon / evenings, the heat was really unbearable prior to the rain. It is best if one could spend at least 2 days at Legoland, switching intermittently to the water park which provides the cool reprieve to Malaysia's hot and humid weather!We were at Legoland by 11am and by 2pm, the kids & adults all yearning to jump into the water! The waterpark is fairly small, particularly if you have attended those at Gold Coast before, 2-3 hours and you are pretty much done with most of the water rides.In term of poularity of the rides at Legoland, I would sum it up as follows:1. Driving school.Average queue time was 20-30 minutes during weekends, including the time to attend driving class before access to the vehicles. Limited to 6-13 years old, surprisingly even my 12 yo still enjoyed it. Do not despair when it rains, the rides will be cancelled but once the sky is cleared, or at least when there's no thunderstorm foreseeable, the staff will resume the rides again, even when it's near closing hour. Our kids went for at least 8 rounds of driving school when the rain stopped at 5.45pm, while closing time was 8pm during weekends.2. Project X roller coastalAverage queue time 5-15 minutes, this is probably one of the more exciting rides for the bigger kids. Our kids did at least 10x of this too!3. Aquazone Wave RacerAverage queue time 15-25 minutes as each racer can only accommodate 2 pax so the line moves slower. 4. Dragon rides at the Kingdom's castle (there is another smaller Dragon's Apprentice ride outdoor)During weekends there will be 2 carriages running compared with 1 during the weekdays, overall waiting time was about the same 5-15 minutes. It is worth to attend at least once as the ride drives past the castle and beautiful Lego setups in the castle.5. Adventure water ride at Dino islandBeware, you will be completely WET with this ride, there wasn't any queue when we were there. Best to ride with the swimwear!6. Boating schoolPretty long queue of 15-25 minutes wait time at the weekend, however our kids did not find it such a thrill at the boating school, perhaps the manoevre of the boats take some skill too.Off course pay a good visit to the Mini Land too, be amzed by the imagination with what Lego could do. If you are not rushing for time, stay to admire the Mini Land at night, it is quite breathtaking with all the lights up, a true masterpiece of Lego world!",5.0
4256,Excellent Fun !,"For those people who loved Lego, these places are a dream come true :) my only gripe is the rides on both theme parks are restricted to bigger kids ( 1.02 m and above ). Parents with infants/small kids will/might be disappointed.",5.0
4257,More suited to kids,"My partner and I went to legoland on a Tuesday, through WTS travel from Singapore. got a package for $60 SGD which included the theme park, water park and return bus trip.the bus trip there took about 2 hours, only because of the traffic out of Singapore and immigration/customs stops. the distance isn't actually that far.we went on a Tuesday and expected nobody to be there but seemed to be a Malaysian school day out so there was school kids everywhere. even so lines did not take very long.we did part of the theme park in the morning, then went over to the water park when it got a bit warmer and then back to finish off the theme park to end the day. both parks are well laid out, the theme park is about twice if not three times the size of the water park. we got a locker in the theme park next to the big shop and used it for the whole day. was easy enough to go back to it before and after we went to the water park and meant we didn't need to leave much more than a towel next to the pool.all the ""adult"" rides in the theme park were good, as was the tower that goes up so you can see the entire park and surrounds. the mini-land is just amazing, hard to believe it is all made out of lego. there are a few restaurants throughout the park, food quality and prices were as much as you can expect from a theme park if not better. if you don't want to eat there you can get a pass out to burger kind and KFC outside.the water park had an average number of slides and all are enjoyable but I think even children would be okay with all of them. the lazy river is a good concept, you can build lego on your tube, was pretty fun.in regards to the heat, I don't get why people complain about it. you're in Malaysia, heat is to be expected and there is nothing they can do about it!Overall its definitely more of a place for kids and probably not a place I would return to until I have kids to take with me but was definitely a good day out.",4.0
4258,The best family fun in Johor,"Having been here a number of times this year including the recently opened waterpark, the level of fun that i had was more than satisfactory. The legoland theme park itself is huge and the attractions are suitable for every age group. Overall, the most thrilling ride would be the first roller(technic) coaster near the entrance. I enjoyed the 4D movies as well which comes in something like 4 different show? Miniature cities made of lego blocks cover a large expanse of ground at the centre of the park and worth a stroll and photo session. There's also the dragon roller coaster  which sits atop a medieval castle. This is the longest and tallest of the rollercoasters but offers more of a comfortable windy ride more than the G's you would expect. Nevertheless, it is still fun. The water park by comparison, is more compact and I was able to derive a lot more fun and relaxation in a shorter amount of time. Chold above 107 cm are able to go on all attractions while those below that may be restricted on some. The highlight of the place would probably be the long lazy river which allows visitors to float and travel on inflatables on which large legoblocks could be mounted. As a rule of thumb, the higher the attraction, the more fun as you get more distance. If you expect to visit this place often, a premium pass(annual) is the way to go. It permits year round unlimited access to both dry and wet parks and also discounts on food 30% and 10% for other items n more. Actually, what impressed me is the high service quality exhibited by local malaysian staff which is becoming rare these days. They were helpful and pleasant at all times. I would say 95% of all staff i have encountered  were excellent. Being very critical of service attitude, I am certainly impressed.Now for the downside, pampered people like me could do without the heat. you could opt to go in the morning or evening but then again, most of the fun is in the open and subjected to inclement weather too. My suggestion: more shelter from the elements and Aircon especially where queues get long. Go on weekdays. avoid public holidays and weekends for shorter queues. Food is expensive and portions could be miserable or low quality in some restaurants for eg. Pizza restaurant. I would rather eat at the various reputable food outlets located outside the park. The food should be improved as afterall, this is the largest attraction south of Malaysia and introduces most tourists to malaysian food n culture. Walking distance to the carpark could be reduced. Actually, it is always a distance to walk even for disneyland or universal studios etc.... but in this day and age, carparks could have been nearer, and again the heat and rain are real things! Install a travelator? As for the waterpark, lockers a little too costly and i would prefer the key system to the electronic locker system which could be a hassle when there is technical problem or a queue.In summary, a must visit. Check weather, go on weekdays and allocate at least 3 hours.",4.0
4259,Great theme park for toddler,"The Water Theme park was great even for adult like me as enjoy a lot with my kids as can played the games together.  We bought the combo ticket.  Spend 2 hrs in water park first as it's not so hot in the morning and less visitors hence no queue needed.  Then proceed to the Theme park and bit disappointing as an adult but my 8 year old are having lots of fun.  Prepare to put on the raincoat if u r riding the adventure park water craft as it will wet u terribly, I mean seriously wet until your underpants and shoes :(. Otherwise still a great theme park to spend time with your kids.",4.0
4260,Legoland Malaysia,Kids 11 & 9 had a great day lines were around 20/30 mins on a Saturday.  Rides to suit all ages of kids Roller Coasters to small children rides.  Kids did them all.  Pack a umbrella can be unpredictable.  Lego buildings are amazing.  Getting here from Singapore was the hardest part.  We hadn't prebooked anything and our Hotel told us just to go to Singapore Flyer before 8am to get the bus.  WE did and found out because we hadn't pre-booked we would have to wait until there was an available seat which ended up being after 9.30.  We ended up going on a WTS  bus at $25 each return because we hadn't pre booked.  Remember you have to get off the bus to leave singapore get back on and then again to enter Malaysia took us 2 1/2 hours there and 2 hours home.,4.0
4261,Legoland Water Park Review,"This is my second visit (and review) of Legoland. My family and I visited the newly opened water park this time round. We chose a Monday morning arriving at 10am, leaving around 3pm. Here are some of my thoughts-Build-A-Raft River - you are supposed to design and build your own LEGO raft and float around the lazy river which is scattered with LEGO pieces. You can't really build much on the float and the kids' got bored very quickly, preferring to chuck the LEGO pieces around which does hurt.Joker Soaker - interactive playground which for me was the centrepiece of the park. Kids aged 4 and above should be able to play here with minimal supervision by parents (there are plenty of ""lifeguards"" around to keep watch)LEGO Wave Pool - very mild waves, my kids got bored quite quickly.Splash ""N"" Swirl - I got dizzy, the kids didn't seem to mindWave Rider - quite fun sliding down the blue (open) and green (closed) tubes. The green tube has tiny lights along the way helping give sense of direction and alleviate claustrophobiaRed Rush - Family tube slide was fun but the machine automating the ascent of the tubes was jamming quite frequently. Not a very good sign given the place is not even one month old.Slide Racer - Older kids will like this, younger ones will tire easily from climbing the stairs to the topCabana rental - We rented a cabana facing the Joker Soaker as our base. You get four chairs, a mini fridge with soft drinks and water, mounted ceiling fan, wifi access and two towels for RM300. Expensive, yes but I think the cabana will be well worth it if the park is crowded, especially during school holidays. We ordered snacks from the cabana and they will deliver it to you. I would rate the water park average at best if compared to Sunway Lagoon or Singapore's Adventure Cove. It feels like just a side attraction to the theme park but it is big enough to warrant a full day. We were done quite fast as there were not a lot of people during our visit (weekday, non-school holiday).",3.0
4262,"Good for kids, average for adults","If you have young children, this theme park will appeal to them more than adults. Bring sunscreen and umbrellas, as there's not much shade in the park.Overall, we had fun with the rides, but enjoyed taking pictures of major Asian landmarks made entirely out of Lego bricks.",3.0
4263,Better than expected.,"My kids, 11 and 3 years old, enjoyed Legoland more than Universal Studios Sentosa. The foid inside the park was costly (typical of theme parks). Good variety and reasonably priced food outside Legoland at Medini Mall. Get a stamp at the exit so you csn enter the park again at no cost. We asked a staff inside the park but were told not possible. Upon lezving at end of the day, the staff at the exit confirmed stamp was available. Good to know for future visits.",4.0
4264,Good for kids but beware of heat!,"This is an excellent place for kids aged 5 to 10 - yes, older ones would enjoy the park too but the rides are geared towards that age group. Younger tots are not left out - they have their own duplo play area and they can also go on most (but not all) rides. The cleanliness level and service standards are acceptable for the time that we were there. Downsides - some of the queues are ridiculously long and the heat will get to you eventually even with sunblock. Bring plenty of water, rest often. This is a relatively new park so the trees are still growing - do not expect sufficient shade till at least another year or so. There is a mall near the entrance of the park so for those who would not wish to eat at the park, just eat first (or later). I don't see why there is a need for some to whine about the prices when a little common sense will solve that problem.",4.0
4265,BEWARE OF THEFT!!!,"Lost an IPAD inside the Baby Care. The only place where they have security lock and guests staying must log in. Only noticed the IPAD was lost after leaving the Baby Care for no more than 15mins. The worse part is how they managed, or not even managed to give an effort to handle the situation. Upon talking to Customer Care, all they said was, it's the only place without CCTV, due to breastfeeding mothers. They can only check the place when the park closes. Due to their arrangement of transport, our schedule of departure was 5pm thru WTS bus. Of course, there's no way we can wait til the park closes! Left without a choice, they gave us a word they will reach us thru the mobile nos, email adds we left with them re feedback on their search of the area. Two weeks have passed, not a single word from them! Worst is, the baby care is a small place. When we came back, the same guests were inside. No one added. It would have been easy to search, the place or the people on-point. The only one that changed? The staff. It's a one-man staff area. The staff the time we left was different from the time we went back. They cant even tell me who the other lady assigned the time we left. ???",2.0
4266,Child loved it very much,"both my sons loved this park very much. most attractions is suitable for 5 - 12 yrs old child. you can stay at singapore & ride a bus from merlion at morning & back to singapore at afternoon. but we stayed at tune hotel for 2nights & bought Legoland tickets & shuttle service to legoland from hotel. this park is not interesting for teenager, i think :)",4.0
4267,Nice place.  But the heat …!,"Flew in to Singapore and crossed the Straits to see this new theme park.  The gate presents a nice, colorful place to take them FB or Instagram pics.  And no one misses out on the opportunity.I had booked tickets on-line, and in advance.  But the only advantage of doing that is getting a 10% discount.  Everyone --- advance booking or not --- still had to fall in line in the ticket counters before going in.  Fortunately, the lines were short when we got there (if it had something to do with us going on a Tuesday, I wouldn’t know).The website tells you everything you need to know about the park, so you can plan your trip in advance.  I suggest, upon entering, that you turn right after the Big Shop, and walk towards the train station. Once there, take the train so you’d have an idea of how big the place is, and what parts youd like to spend more time on.Three things I noticed when we were there: First, some games/activities are rather pricey for what they offer (for example, 10MR for a basketball shot that allows you to win a stuffed toy), hence there were few guests biting.  Second, there doesn’t seem to be enough crew members. Im comparing with other theme parks, of course. The 4D cinema, for example, had crews that manned the entrance, but there was none in the cues on the sides to guide people in, or, more importantly, to tell people they shouldn’t stand behind the automatic doors (and there were a number who did; fortunately, before the doors opened other people pulled them back). Third, the heat.  It can get quite unbearable.  The sheds placed around some areas (along the sides of the Lego mini world, for instance) provide some relief, but the rather short operating times means youd probably not stay underneath them for longer than a few minutes.  Perhaps some Universal Studios-type overhangs would be a good idea?",3.0
4268,Nice place to go for family holiday,"Especially when you have young children since all attraction is fun for 5-10 years old. Good for education as well. Love all the lego miniature, especially the bali and singapore miniature. But still very hot, make sure you bring umbrella with you.",4.0
4269,Nice day of fun for kids,"Very nice for a one-time visit.   Absolutely expensive - probably not worth the money.  Still, kids enjoy most of the rides.  Rides are well designed, imaginative, engaging.  Food, shops - all very expensive.  Somehow, tour buses are not convenient from KL or Melaka - no 1-day trips.  You'd either have to stay a night in Johor Bahru or have your own car.   Renting & driving a car in Malaysia is a joy - great roads.",4.0
4270,A themepark for childred or Lego fans,"I visited it with my girlfirend.  Just two adults and no children along with.  I found the miniland is interesting because I like to see that kind of mini contruction of famous sightseeing worldwide.  However, I do find that the entrance fee is quite expensive compared with the size of this theme park.  May be just the phase one opened and will be expanded later.   For the games, really for childred from 3 - 12 years i.e. quite childish to me.  So suggest parents with kinds to visit it.",4.0
4271,Lego Lovers,the trip to Legoland was nice esepcially for the kids. the kids really enjoyed it. for the adult growing up with lego as a toy brings back memories. Legoland has rides for cross section of the ages from as young as 3 yrs old.,4.0
